Sl,"Consignor GST",Name,Address,"Consignee GST",Name,Address,"Date of Booking","Date of Delivery","No. of items",Commodity,"Goods Value(Rs.)"
4989,37AARFB7993C1ZX,"BHARAT FOOT WEAR",VJA,37AIPPB9516R1ZF,"NAVATA SHOE MART",RJY,2018-03-05,0000-00-00,2,F/W,24306
4990,37AAYFS5740F1ZM,"SRI DURGA E/P",VJA,37AOPPV0843P1ZZ,"ESWAR GRAPHIC PRINTERS",RJY,2018-03-05,0000-00-00,7,PAPER,19918
4991,37ABFFS4446Q1ZF,"SRI PLYWOOD HOME",VIJAYAWADA,37AACFT7561R1ZB,"TAMMANA VEERA VENKATA SURYA KRISHNA RAO",RJY,2018-03-05,0000-00-00,1,"S/G SHEET",8071
4992,37ABYPD3236E1ZL,"DOKUPARTHI SALES CORP",VJA,539321834347,"K.SRINIVASA RAO",RJY,2018-03-05,0000-00-00,1,C.C.F,3416
4993,37ALSPP1696A1ZQ,"VIJAYAM PUBLICATIONS",VJA,,"SATYAM GROUP OF INSTITUTE",RJY,2018-03-05,0000-00-00,4,BOOKS,43374
4994,37AGOPP3914C1ZC,"TANDAVA KRISHNA AGENCIES",VIJAYAWADA,37CXJPS4053B12ZF,"VIMALA AGENCIES",rjy,2018-03-05,0000-00-00,1,"pipe fittings",5191
4995,37ACXPT4429K1ZM,"SIVANI PLYWOOD",VIJAYAWADA,37ADYPA6405E123,"AMBATI PLYWOOD",VJA,2018-03-05,0000-00-00,1,plywood,7714
4996,37AADPM6199H1Z9,"ASHISH AIRCON",Vja,37CCKPB7597M1ZS,"SRI NIDHI RIFRIGRATION",RJY,2018-03-05,0000-00-00,3,COMPRESSORS,13300
4997,37AGJPC5949H1Z5,"SREE AMBIKA A/S",VJA,37BOEPK7011L1ZU,"VAYUNANDANA A/M",KORUKONDA,2018-03-05,0000-00-00,1,a/m,5719
4998,37acgpp0878b1zl,"swamy agencies",vja,252699989795,"g.siva sagar",rjy,2018-03-05,0000-00-00,1,gum,4130
4999,37ACUPN3966A1Z8,"GURUDEV BEEDING CENTER",VIJAYAWADA,37AGAPJ718421ZZ,"RAJENDRA ALUMINIUM",RAJAHMUNDRY,2018-03-05,0000-00-00,1,"wood beeding",1852
5000,37ACUPN3966A1Z8,"GURUDEV BEEDING CENTER",VIJAYAWADA,37BMXPB1078F1Z4,"VIJAYALAKSHMI E/P",RJY,2018-03-05,0000-00-00,1,"wood beeding",5900
5001,37ACUPN3966A1Z8,"GURUDEV BEEDING CENTER",VIJAYAWADA,37bbspj4637e1zd,"new satya h/w",rjy,2018-03-05,0000-00-00,1,"WOOD BEEDING",3162
5002,37AABCC8047P1Z4,"CYBER A/M {PVT LTD}",VJA,37AYWPD1740Q1ZQ,"VENKATA SAI AUTO MOBILES",RJY,2018-03-05,0000-00-00,9,A/M,75763
5003,37AAVCS7181G1ZM,"SRI JAYALAKSHMI TRADING PVT LTD",VJA,37BUUPS6054B1Z6,"ROYAL SPARES HUB DR",RJY,2018-03-05,0000-00-00,1,A/M,25528
5004,37AUHPS84161Q1ZI,"USMAN AUTO ELECTRICALS",VZA,37ATKP83211ZR,"APARNA SRI AUTOMOBILE",SMLK,2018-03-05,0000-00-00,1,A/M,5199
5005,37ASAPJ1991M1ZD,"GURURAJ ENTERPRISES",VIJAYAWADA,37CPZPKO221H1ZP,S.R.ENTERPRISES,PDPM,2018-03-05,0000-00-00,2,"HOUSE ITEM",3292
5006,37AYZPS9394L1ZS,"SOLANKI H/W",VJA,37DGEPK8324L2ZY,"SRI LAKSHMI PLAYWOODS",SAMARLAKOTA,2018-03-05,0000-00-00,3,H/W,30957
5007,37BAVPP2065G1Z8,"MAHENDRA   STATIONERY",VJA,37ASGPT6163P1ZT,"SURESH G/S",PDPM,2018-03-05,0000-00-00,1,FANCY,8219
5008,37AGEPB8580E1ZG,"PUNAM PLY&DOORS",VIJAYAWADA,37bpdpr8090c1zo,"AMBICA PLYWOOD & H/W",smkt,2018-03-05,0000-00-00,40,DOORS,19716
5009,37CLTPM9351E1ZI,"SIDDI VINAYAKA PLYWOOD",VJA,37GBMPK6076D1ZA,"LAKSHMI PLYWOOD",SMKT,2018-03-05,0000-00-00,16,DOORS,11629
5010,37AIYPP3471A1ZX,"ROLEX CARD CENTRE",VJA,37AAAFV9616RIZB,"VINAR PAPER MART",KKD,2018-03-06,0000-00-00,3,paper,25404
5011,37abwpm3434b2zj,"venkata sriagro agencies",gorantla,37AQHPV5459K1ZZ,"SRI SAI GANESH RYTHUDEPOT",PTPM,2018-03-06,0000-00-00,3,PESTICIDS,20700
5012,37BWLPS4246L1ZS,"MODERN TRADERS",VIJAYAWADA,37ABVFS1878E1Zi,"S S ENTERPRISES",KAKINADA,2018-03-06,0000-00-00,5,"cotton waste",9923
5013,37BWLPS4246L1ZS,"MODERN TRADERS",VIJAYAWADA,37ABVFS1878E1Zi,"S S ENTERPRISES",KAKINADA,2018-03-06,0000-00-00,5,cottonwaste,9923
5014,37ANWPK2064P1Z4,"MAX ELECTRICALS",VJA,,A.SRINIVASARAO,SMKT,2018-03-06,0000-00-00,1,ELECTRICAL,1209
5015,37ASTPS2713B1ZM,"MAA AMBICA PLY & BOARDS",VJW,37BEXPR5601A1ZC,"DURGA GLASS",PTPM,2018-03-06,0000-00-00,10,PLYWOOD,3992
5016,37ACFD6381A1ZY,"SREE  MAHADEV  SATTIONERS",VJA,37AAAFV9616R1ZB,"VINAR PAPER MART1",KKD,2018-03-06,0000-00-00,1,PAPERS,8411
5017,37ABUPG4930G1ZF,"SRI SATYALAXMI TRADERS",VIJAYAWADA,170934682109,"K .SRINIVASA RAO",RJY,2018-03-06,0000-00-00,1,NAWAR,2960
5018,37AFNPL1448M1ZX,"IMAGINE  D/P",VJA,37BKSPS4916G1ZJ,"VENKATARAMANA PAINTS",RJY,2018-03-06,0000-00-00,10,PAINTS,15951
5019,37ABGFS2581R1ZC,"SRI SAI NYLONS",VJA,,"SRI SWAMY  E/P",KKD,2018-03-06,0000-00-00,1,"FISHING TWINE",5555
5020,37AFPPT5008H1ZV,"SRI LAKSHMI DURGA INDUSTRIAL SUPPLIES",VIJAYAWADA,37AAPFS9525H1ZK,"SRI VIJAYA LAKSHMI RAW & BOILED RICE MILL",KKD,2018-03-06,0000-00-00,1,"RUBBAR BELT",21972
5021,37AFPPT5008H1ZV,"SRI LAKSHMI DURGA INDUSTRIAL SUPPLIES",VIJAYAWADA,37AABCD0248B1Z9,"DEVI SEA FOODS  LTD",PDPM,2018-03-06,0000-00-00,2,"PVC BELT",29167
5022,37ABQPV1265M1ZT,"PUSHP TRADING COMPANY",VIJAYAWADA,37BBJPP8258C1ZB,"PUSHPA TRADERS",RJY,2018-03-06,0000-00-00,6,IRON,18938
5023,37ADBPJ0713D1Z8,"METALS & METALS",VIJAYAWADA,37AABFC4371K1ZD,"CHELLA METAL",SMLK,2018-03-06,0000-00-00,4,STEEL,26958
5024,37AFDPS4063B1ZM,"TYRE CENTER",VJA,34ADAPB0762H1Z6,"SRI ANASURYA A/S",KKD,2018-03-06,0000-00-00,2,TYRES,32000
5025,37ADXPT0920C1ZD,"SEVEN STAR TRADING COMPANY",VJA,37AOPPV1535A1ZV,"SRI DURGA AGENCIES",RJY,2018-03-06,0000-00-00,4,"FDG BOTTLE",27802
5026,37AEWPK2996P1Z6,"JAGADEES STEELS",VJA,37BKEPD4742M1ZX,"TIRUMALA  HARDWARE",PTPM,2018-03-06,0000-00-00,2,IRON,9534
5027,37AEWPK2996P1Z6,"JAGADEES STEELS",VJA,37ALYPD8053B1ZX,"DOGIPARTHY H/W",PTPM,2018-03-06,0000-00-00,2,IRON,10668
5028,37ABXFS1455K1ZE,"SRI E/P",Vja,37AAJFR6443D1Z4,"RISHI HARIPRASAD M/A",RAJAHMUNDRY,2018-03-06,0000-00-00,7,MEDICAL,42137
5029,33azqps2481q1zf,"MSK INDUSTRIES",COIMBATORE,37AALFC3022H1ZO,"COVAI LAKSHMI INDUSTRIES","DWARAPUDI, MDPT",2018-03-06,0000-00-00,2,COVERS,6018
5030,33AGQPR9422D1Z7,TIBERPUMPS,COIMBATORE,37CXWPK3252P1ZI,"LAKSHMI GANAPATHI ENGG COMPANY",JAGGAMPETA,2018-03-06,0000-00-00,6,"ELECTRICAL GOODS",29904
5031,33AGQPR9422D1Z7,TIBERPUMPS,COIMBATORE,37CXWPK3252P1ZI,"LAKSHMI GANAPATHI ENGG COMPANY",JAGGAMPETA,2018-03-06,0000-00-00,2,"ELECTRICAL GOODS",19040
5032,37AEKPP2125H1ZH,"ESTEEM CORPORATION",VIJAYAWADA,37BTNPK6569B1ZB,"SRI SAI SANJANA A/G",RAJAHMUNDRY,2018-03-06,0000-00-00,8,STATIONRY,92644
5033,37aawfs5014q1za,satyakrishnaenterprises,vja,37BDZPM1208D1ZG,"SAI LAKSHMI VENKATESWARA MEDIC",YELESWARAM,2018-03-06,0000-00-00,11,medical,34648
5034,37ACEPI2659B1ZV,"I.M ENTERPRISES",VIJAYAWADA,960104828036,"POORNA SHOE MART",JAGGAMPETA,2018-03-06,0000-00-00,1,"FOOT WARE",3411
5035,37AARPN3894L1ZP,"VIJAYA RESINS &COATINGS",VIJAYAWADA,37APGPN5574B1ZT,"VIJAYA DURGA H/W",YELESWARAM,2018-03-06,0000-00-00,7,PAINT,3076
5036,37AAZPC9888K1ZG,"SLS TRADERS",VZA,37ABBPC9853D1ZS,"MADANA GOPAL BADRINARAYANA KIRAN G/M",KKD,2018-03-06,0000-00-00,10,MAIZ,20500
5037,37ABVPJ5406F1ZG,"MANOJ HARDWARE",VJW,37BGZPK5316B1Z7,"SRI LAKSHMI PAINTS&H/W",MANDAPETA,2018-03-06,0000-00-00,2,H/W,27060
5038,37AHIPJ7610C1ZL,"LAXMI NARASIMHA HARDWARES",GUNTUR,37ANSPA7828H1ZL,"SRI SIRISHA E/P",RCPM,2018-03-06,0000-00-00,2,H/W,7719
5039,37ACPPK5171K1Z2,"PRASANTHI TEXTILES",VJW,37AVUPP1146K1ZY,"SRI VENKATESWARA  R/M MATCHING",YLSM,2018-03-06,0000-00-00,1,"TAILORING MATERIAL",8521
5040,37AEVPS1453A1ZC,"MAHAVEER BOTTLE AGENCIES",VIJAYAWADA,,SRINIVAS,PTPM,2018-03-06,0000-00-00,6,"EMPTY BOTTLES",3540
5041,37ABQPV1265M1ZT,"PUSHP TRADING COMPANY",VIJAYAWADA,,VENKATESH,MDPT,2018-03-06,0000-00-00,3,SHUTTER,10253
5042,37ACGPP0809E1ZS,"MODERN FOOD PRODUTS",VJA,37AEBPK2200D1ZB,"ASHOK G/S",KKD,2018-03-06,0000-00-00,2,"FOOD ITEM",1900
5043,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOODS",VIJAYAWADA,37BXDPP8056L1ZT,"SRI LAKSHMI VENKATESWARA PLY & H/W",MANDAPETA,2018-03-06,0000-00-00,5,PLYWOOD,3811
5044,37ANKPB1729Q1ZL,"GOWTHAMI METALS",VIJAYAWADA,37AAHFM8694B1ZY,"MOHAN INDUSTREIS",SAMARLAKOTA,2018-03-06,0000-00-00,6,"STEEL ITEM",32088
5045,37AGXPK5696B1ZR,"LAKSHMI SRNIVASA STEEL PRODUCTS",VJA,37AVMPS9712Q1ZF,"SRI LAKSHMI DURGA E/P",DWLSM,2018-03-06,0000-00-00,2,H/W,2950
5046,37AAIPU5638C1ZG,"MAHADEV ELECTRICAL",VIJAYAWADA,37AIHPB5717E2ZI,"SRI JAYALAKSHMI H/W CICLE STORES","JAGAPATHI NAGARAM, YELESWARAM",2018-03-06,0000-00-00,1,ele,6372
5047,37AKRPG4055A1ZB,"BHANU INDUSTRIES",VIJAYAWADA,37AGPPT4063R1ZA,"RAJ AGENCIES",KKD,2018-03-06,0000-00-00,7,"PRESTAGE GELL",22620
5048,37AECPC5411R1ZE,"MAYUR FOOT WEAR",VIJAYAWADA,37AFBPJ2588Q1ZS,"NOVELTY FOOT WEAR",RJY,2018-03-06,0000-00-00,14,F/W,36137
5049,37AKEPC2401M1ZH,"KARTHIKEYA TRADERS",VJA,37BBUPD5818D1ZL,"MAHALAKSHMI VASAVI DURGA TRADERS",PTPM,2018-03-06,0000-00-00,40,DALLS,46300
5050,37ABBPT6090P1ZV,"TAMMANA KRISHNAMURTHY &SONS",VJA,,"K K COLECTION",PDPM,2018-03-06,0000-00-00,1,BAGS,4800
5051,37ACVFS1016M1ZL,"SHYAM ENTERPRISES",VIJAYAWADA,37BKXPG4753Q1Z2,"MODREN SHOE MART",ANAPARTHI,2018-03-06,0000-00-00,3,"f\w",17785
5052,37ABOFS9025N1ZB,"SIGNET PRODUCTS","BHAVANIPURAM, VIJAYAWADA",37AJKPC1445J1Z9,"LAKSHMI COMPUTERS",MANDAPETA,2018-03-06,0000-00-00,1,"ELECTRICAL GOODS",2236
5053,37ABIPV3441R1ZT,"MALLIKHARJUNA GENERAL STORES",VIJAYAWADA,37AGPPT4063R1ZA,"RAJ AGENCIES",KKD,2018-03-06,0000-00-00,15,JUICE,88517
5054,37AARPN3894L1ZP,"VIJAYA RESINS &COATINGS",VIJAYAWADA,641576483026,"GANESH RAM",YLSM,2018-03-06,0000-00-00,11,PAINT,4694
5055,37AAUPE0258N1Z7,"PAVAN KUMAR METAL STORES",VIJAYAWADA,37AGIPG6321Q1ZZ,"SRI CHOWDESWARI DEVI METAL & GENERAL STORES",MANDAPETA,2018-03-06,0000-00-00,1,STEEL,8176
5056,37AACFR6729B1ZA,"RAGHAVENDRA METALS",VIJAYAWADA,37BXQPK4569Q1Z9,"SRI DURGA GENERAL STORE",MANDAPETA,2018-03-06,0000-00-00,1,STEEL,4503
5057,37AACFR6729B1ZA,"RAGHAVENDRA METALS",VIJAYAWADA,37BXPPP1647D1Z7,"SRINIVASA METAL STORE",DRAKSHARAMAM,2018-03-06,0000-00-00,1,STEEL,4520
5058,37AACCT6776F1ZZ,"TWILLS CLOTHING (P.)LTD",VJA,37AHAPB5575E3ZJ,S.S.MALL,RJY,2018-03-06,0000-00-00,2,CLOTH,38976
5059,37AACFR6729B1ZA,"RAGHAVENDRA METALS",VIJAYAWADA,37CQPPS9913R1ZF,"SRI SATYA HOME NEEDS",DRAKSHARAMAM,2018-03-06,0000-00-00,1,STEEL,4503
5060,37AHTPD5681J1ZQ,"SRI SEKHAR ENTERPRISES",VIJAYAWADA,37AAWPY5828N1ZB,"SRI LAKSHMI GENERAL STORES",KKD,2018-03-06,0000-00-00,4,COSMATICS,48538
5061,37AFDPS4063B1ZM,"TYRE CENTER",VJA,37AVYPR3997G1ZE,"REPAAKA A/M",PTPM,2018-03-06,0000-00-00,1,TUBES,4560
5062,37AABCC5116H1ZX,"COSMO DURABLES PVT LTD",VJA,37AAAFO9984B1Z0,"OME AGENCIES",KKD,2018-03-06,0000-00-00,1,SANITARY,37404
5063,37AABCC5116H1ZX,"COSMO DURABLES PVT LTD",VJA,37AARCS1479F1ZV,"SIDDHARTHA TILES &SANITARY PVT LTD",KKD,2018-03-06,0000-00-00,1,SANITARY,36365
5064,37AAOPP2373D1ZJ,"SURYA INTERNATIONAL",VIJAYAWADA,37AAEFS4568D1Z2,"VENKATESWARA COMERCIAL",KKD,2018-03-06,0000-00-00,4,GLASS,95185
5065,37ABAPV6653M1ZZ,"SRI JAI KRISHNA T/R",VJA,37AABFP5338B1ZI,"POLASANAPALLI &CO",KKD,2018-03-06,0000-00-00,2,FABRIC,5513
5066,37ACMPH8395P1ZI,"SRI SAI INDUSTRIES","V J A",363879536605,"B.JAI RAJU","P T P M",2018-03-06,0000-00-00,4,SIRF,4600
5067,37AACFB2138G1ZT,"BRIGHT ELECTRICALS",VIJAYAWADA,37CQXPM3033N1Z2,"VIJAYA LAKSHMI E/P",PDPM,2018-03-06,0000-00-00,3,ELECTRICAL,11152
5068,37AAIFS3950K1ZR,"SRI VENKATESWARA JUTE CO",VIJAYAWADA,909061132664,"ALLAM NAGESWARA RAO",DRAKSHARAMAM,2018-03-06,0000-00-00,1,FABRIC,9592
5069,37bdxps2390q1z8,saidurgafabrics,vja,,jhothitextiles,angara,2018-03-06,0000-00-00,1,cloth,35584
5070,37ATEPP8859P1ZI,"VINAYAKA HERBALS","NUNNA,VJA",37ALXPN6065E1ZI,"AMRUTHA AYURVEDHAM ANUVAMSIKA",KKD,2018-03-06,0000-00-00,1,MEDICAL,2704
5071,37AAEPV6480B1ZJ,"AMBIKA FOME AGENCY",VJW,37CZUPS1860F4zO,"MY FOAM IND",MDPT,2018-03-06,0000-00-00,1,FOAM,11480
5072,37AHZPD2126Q1ZO,"SARVARI OIL T/R",VJA,37BDBPM4456P1ZZ,"MANVITHA AUTOMOBILE",KKD,2018-03-06,0000-00-00,2,OIL,1600
5073,37AIWPS3160P1Z7,"S S S S S",VJW,37BLRPK3753M1ZC,"VASUDEVA METAL",KKD,2018-03-06,0000-00-00,1,"HOME APPLINCES",4032
5074,37AMLPM6606M1ZH,"LAKSHMI GAS STOVES APPLIANCES",VJA,37AAFFD9397J1ZQ,"DOWALESWARAM GAS CO",RJY,2018-03-06,0000-00-00,2,"LPG GAS ITEM",27000
5075,37AAIFS1917L1ZU,"SRI SYAMALA MEDICAL E/P",VJA,37AELPP9313E1ZA,"SRI LAKSHMI SAI M/A",PTPM,2018-03-06,0000-00-00,1,MEDICAL,30095
5076,37AFOPC6318L1Z4,"CMR INTERNATIONAAL",VJW,37AJQPR3267D2ZS,"SRI SAI DURGA CORRUGATORS","DWARAPUDI, MANDAPETA",2018-03-06,0000-00-00,5,"PLASTIC FILM ROLL",45100
5077,37AFOPC6318L1Z4,"CMR INTERNATIONAAL",VJW,37ALZPL1500E1ZY,"SRI VENKATESA PAPER PRODUCT",SMKT,2018-03-06,0000-00-00,6,"GUM PAPER",29283
5078,37aaacj5620j1zl,jayatextilespvtltd,vja,37cytpp1903j1zw,"m\s.mahatmagnadhikhadibhandar",mandapeta,2018-03-06,0000-00-00,1,cloth,27232
5079,37AAJPE7073N1Z7,"SARADHHI  MAARKETING",VJA,37AADFS2585F1Z2,"SHARMA AGRO ENGG  STORES",RJY,2018-03-06,0000-00-00,2,PVCPIPES,12722
5080,37AAPFK7544N1ZG,"KEERTHI AGENCIES",VJD,37AABCD0251A1ZG,"DOWLAISWARAM GAS CO",RJY,2018-03-06,0000-00-00,3,"GAS STOVES",24300
5081,37AARPN3894L1ZP,"VIJAYA RESINS &COATINGS",VIJAYAWADA,37ALAPR2095M1ZM,"N.V.CHAMUNDESWARI H/W &PAINTS",KAKINADA,2018-03-06,0000-00-00,5,PAINTS,2250
5082,37AARPN3894L1ZP,"VIJAYA RESINS &COATINGS",VIJAYAWADA,37AWHPB7294G1ZB,"MANIKANTA SATYANARAYANA PAINTS STORES",RAJAHMUNDRY,2018-03-06,0000-00-00,9,PAINTS,3234
5083,37ABMFS5889C2ZJ,"SRI ANNAPOORNA A/G",VJA,37BQAPS7223N1ZC,"SRI LEATHER WEAR",kkd,2018-03-06,0000-00-00,1,F/W,11327
5084,37AADCK0924H1ZP,"KARMA HEALTH CARE LTD",VIJAYAWADA,37ALCPM6259J2ZO,"SRIJA SURGICALS",RJY,2018-03-06,0000-00-00,8,SURGICAL,48161
5085,37AABPE7974L1Z9,"JCS APPLIANCIES","GOLLAPUDI, VIJAYAWADA",37CZIPB6154P1ZU,"VIJAYA  E/P",SMKT,2018-03-06,0000-00-00,6,FANS,13150
5086,37AJGPS8113D1Z7,"AMBICA PLYWOODS",VIJAYAWADA,37ALPPV1278B1ZR,"SRI VENKATESWARA G.H/W ELE",YELESWARAM,2018-03-06,0000-00-00,40,"p\wsheets",23499
5087,37AADCK0924H1ZP,"KARMA HEALTH CARE LTD",VIJAYAWADA,37AESPM1552K1ZO,"DEV MEDICARE",KKD,2018-03-06,0000-00-00,3,SURGICAL,41178
5088,37AABPE7974L1Z9,"JCS APPLIANCIES","GOLLAPUDI, VIJAYAWADA",37CADPP5489H1Z5,"LALITHA E/P",DIVILI,2018-03-06,0000-00-00,3,"HOME NEEDS",13272
5089,37AKBPP6877F1ZQ,"OM TRADING COMPANY HO",VJW,37ASOPG1837D2ZR,"SRI LAXMI PLYWOOD20",KKD,2018-03-06,0000-00-00,1,SUNGLASS,5876
5090,37ANAPP4348P1ZE,"SILICON LAM","BHAVANIPURAM, VIJAYAWADA",37BZXPB5381G1ZW,"MAHALAKSHMI PAINTS & HARDWARE",YELESWARAM,2018-03-06,0000-00-00,20,PLYWOOD,11656
5091,37AVUPV8006A1Z8,"SUNSHINE TECHNOLOGIES",VJA,37AACFL0274F1ZK,"LASER COMPUTER",KKD,2018-03-06,0000-00-00,4,C.PARTS,19200
5092,37AABPE7974L1Z9,"JCS APPLIANCIES","GOLLAPUDI, VIJAYAWADA",37BXDPS0505B1ZX,"SRI GAYATRI AGENCIES",RJY,2018-03-06,0000-00-00,1,MIXIE,6400
5093,37AABPE7974L1Z9,"JCS APPLIANCIES","GOLLAPUDI, VIJAYAWADA",37aaafy0820c1zn,"yerukonda venkana",rjy,2018-03-06,0000-00-00,3,T-TOP,6900
5094,37ABZPJ3472B1ZE,"P.L COMPUTERS",VIJAYAWADA,37ajkpc1445jiz9,"LAKSHMI COMPUTERS",mandapeta,2018-03-06,0000-00-00,3,computerpartes,50380
5095,37AABPE7974L1Z9,"JCS APPLIANCIES","GOLLAPUDI, VIJAYAWADA",37ACWPK3360M1ZW,"SRI DATTAGANAPATHI A.G",KKD,2018-03-06,0000-00-00,9,FANS,17700
5096,37ABGFS1252F1ZB,"SRI LAXMI SRINIVASA BAG WORKS",VJA,37ABIFS4139H1ZX,"MAHALAKSHMI GUNNY SUPPLIES",MDPT,2018-03-06,0000-00-00,15,"GUNNY BAGS",102345
5097,37CHHPB1592G1ZF,"PRINCE SCALES",VJA,259092259036,m.lovaraju,rcpm,2018-03-06,0000-00-00,2,"star weight",3000
5098,37acfs1346r1zn,"sri kanakadurga tyres",vjw,37CGYPP9676F1Z7,"SRI SRINIVASA E/P",SMKT,2018-03-06,0000-00-00,1,TYRES,16200
5099,37CDGP7748R1ZD,"RAAMA HANUMANTA GENERAL TRADERS",VJW,697855889251,CHELLAN,RCPM,2018-03-06,0000-00-00,5,"FOOD ITEM",8900
5100,37AFLPV8456K1ZF,"SAI VIJAYA E/P",VJA,,TEMPTATIONS,RJY,2018-03-06,0000-00-00,3,"FOOD ITEMS",6666
5101,37CDGP7748R1ZD,"RAAMA HANUMANTA GENERAL TRADERS",VJW,210595819481,PANDI,DRMM,2018-03-06,0000-00-00,2,"FOOD ITEM",4000
5102,37AADCI1755J1ZF,"IBMVITAMINS PHARMA PVT LTD",VJA,37AEMPN2779P1ZG,"SAI PRASANNA MEDICALS A/G",KKD,2018-03-06,0000-00-00,1,MEDICAL,15539
5103,37BLOPS9070G1ZE,"SRI VIGHNESWAR OLD SPRINGS",VIJAYAWADA,37AHFPU5086J1Z0,"SRI LAKSHMI NARAYANA ENTERPRISES",RAMCHANDRAPURAM,2018-03-06,0000-00-00,40,IRON,30000
5104,37AKFP37G7268R1ZB,"CHANDANA ELECTRONICS",VJA,37AMDPJO775A1ZF,"JAIN SRI ELECTRIONS",KKD,2018-03-06,0000-00-00,2,ELECTRICAL,45574
5105,37DPGPS5353E1ZM,"GOUTAM MARKETING",VIJAYAWADA,37246903723,"sri venkataganesh durga giftartical",mpt,2018-03-06,0000-00-00,5,toys,5016
5106,37CVYPP4442C1Z4,"SREE MANIKANTA &CO",VJA,37ACNPB7696N1ZP,"GANESH BOOK CENTRE",KKD,2018-03-06,0000-00-00,2,FILES,1814
5107,37CVYPP4442C1Z4,"SREE MANIKANTA &CO",VJA,37AGRPC8006H1ZB,"LAKSHMI GANESH STATIONARY",KKD,2018-03-06,0000-00-00,3,FILES,2755
5108,37aajpi9958g1z4,"s b k g/s",vjw,469259773833,"sri venkateswarairon marchent",mpt,2018-03-06,0000-00-00,1,"kitchen ware",3750
5109,37ABIPV3441R1ZT,"MALLIKHARJUNA GENERAL STORES",VIJAYAWADA,37AGPPT4063R1ZA,"RAJ AGENCIES",KKD,2018-03-06,0000-00-00,3,JUICE,12076
5110,37AGRPK8926G1ZS,"fp systems snd services",vja,37AABHJ0450N1Z8,"ARIHANT ELECTRONICS",KAKINADA,2018-03-06,0000-00-00,1,ELECTRICAL,29921
5111,37ABFFS4446Q1ZF,"SRI PLYWOOD HOME",VIJAYAWADA,37AYGPS7619K1ZP,"SRI PADMA SRINIVASA SANITARY & PLYWOOD CENTRE",MANDAPETA,2018-03-06,0000-00-00,1,s/g,5381
5112,37AACCG9397F1Z5,"GOLDMEDAL ELECTRICAL(P)LTD",VJA,37EWNPS0074R2ZG,"SRISATYA LAKSHMILELE&GEN.STORE",PTP,2018-03-06,0000-00-00,1,ELECTRICAL,17660
5113,37abufs3639l1z9,"srinivas m/s",vja,,"vertexxa bio reagents",,2018-03-06,0000-00-00,1,MEDICAL,34359
5114,37CDZPM1142F1ZA,"SRI VASAV E/PI",VJA,37BTMPR4003E1ZQ,"KRISHNA E/P",SMKT,2018-03-06,0000-00-00,4,FANS,37884
5115,37atjpg1842n1zd,"jayadurga fancysarees",vjw,37aenpk1133p1z4,"kondapalli gananadham & sons",rcpm,2018-03-06,0000-00-00,2,cloth,49252
5116,37AIUPK3998F1ZG,"LAKSHMI MARKETING",VIJAYAWADA,37AAHFS9813Q1ZA,"SRI DATTASAI AGENCIS",PTPM,2018-03-06,0000-00-00,2,PENS,14540
5117,37CGAPP1307B1ZZ,"VIJAYA SAI E/P",VJA,37BGNPM4322D1ZH,"A.R ENTERPRISES",MANDAPETA,2018-03-06,0000-00-00,3,ccf,35669
5118,37ABFFS4446Q1ZF,"SRI PLYWOOD HOME",VIJAYAWADA,37AAIFS5701N1ZS,"SIDDARTHA PLYWOODS",RJY,2018-03-06,0000-00-00,3,plywood,19446
5119,37AIUPK3998F1ZG,"LAKSHMI MARKETING",VIJAYAWADA,37ABHPJ2235J2ZN,"KISHORE TRADERS",PDPm,2018-03-06,0000-00-00,2,PENS,21771
5120,37AAIFV7323B1Z8,"VAKKALAGADDA VISHNU RAO & CO",VIJAYAWADA,37AKCPK1324P1Z1,"SRI LAKSHMI VENKATESWARA METAL & GENERAL STORE",MANDAPETA,2018-03-06,0000-00-00,1,"BRASS METAL",9073
5121,37CGAPP1307B1ZZ,"VIJAYA SAI E/P",VJA,371624108041,"B.SUBRAHMANYAM & SONS",RCPM,2018-03-06,0000-00-00,6,ccf,33869
5122,37AADFM1657L1Z0,"MAHAVEER TRADE CENTRE",VIJAYAWADA,37AETPD5869B1Z7,B.R.AGENCIES,KAKINADA,2018-03-06,0000-00-00,1,COSMATICS,5374
5123,37ACMPH8395P1ZI,"SRI SAI INDUSTRIES","V J A",351694947078,nani,rjy,2018-03-06,0000-00-00,6,SURF,6000
5124,37ARTPJ8850F1Z7,METALIC,VIJAYAWADA,37BTHPO6025P1ZC,"JYOTHI METAL STORES",PDPM,2018-03-06,0000-00-00,1,"STEEL ITEM",10752
5125,37AAACA0299C1Z0,"ANU PRODUCTS LTD",VJA,37ALWPB6141N1ZJ,"RAJASEKHAR E/P",PDPM,2018-03-06,0000-00-00,7,PESTICIDS,55034
5126,37bhqpp4263a1z7,"BHAVANA PRINT PACK",vja,37AAJFR6442C1Z7,"RAJ MULTI COLOUR PRINT",KKD,2018-03-06,0000-00-00,1,film,3929
5127,37AEPPK9583H1ZP,"VIJAYA TRADERS",VIJAYAWADA,37BROPG6466N1ZX,G.SAMBASIVARAO,PTPM,2018-03-06,0000-00-00,6,DALLS,9600
